running histogram
number of data points: 91777024
average: 1.998502
0.000000-1.000000: 0.216818
1.000000-2.000000: 0.178974
2.000000-3.000000: 0.137761
3.000000-4.000000: 0.102501
4.000000-5.000000: 0.074738
5.000000-6.000000: 0.053519
6.000000-7.000000: 0.037749
7.000000-8.000000: 0.026343
8.000000-9.000000: 0.018157
9.000000-10.000000: 0.012335
10.000000-11.000000: 0.008054
11.000000-12.000000: 0.004609
