 0.16974, 0.18655, 0.18606, 0.18898, 0.19025, 0.19186, 0.19169, 0.19436, 0.19947, 0.20401, 0.20676, 0.21432, 0.22036, 0.2269, 0.23459, 0.24359, 0.25015, 0.26344, 0.27354, 0.28686, 0.29825, 0.31444, 0.32463, 0.33101, 0.33886, 0.34202, 0.34364, 0.34315, 0.34196, 0.34343, 0.3428
 0.16822, 0.18448, 0.18423, 0.18583, 0.1896, 0.19159, 0.19305, 0.19581, 0.1982, 0.20518, 0.20449, 0.21349, 0.21989, 0.22778, 0.23561, 0.24286, 0.25162, 0.26419, 0.27256, 0.28506, 0.30214, 0.31398, 0.32459, 0.32875, 0.33784, 0.34325, 0.34188, 0.34395, 0.34372, 0.34386, 0.34485
 0.16898, 0.18602, 0.18728, 0.18626, 0.18701, 0.18989, 0.19158, 0.1985, 0.19982, 0.20382, 0.2091, 0.21517, 0.21799, 0.22513, 0.23228, 0.2411, 0.25293, 0.26008, 0.27126, 0.28631, 0.30177, 0.31238, 0.32005, 0.33019, 0.33567, 0.34135, 0.33954, 0.34025, 0.34069, 0.34146, 0.33902
 0.16784, 0.18357, 0.18381, 0.18653, 0.18861, 0.18982, 0.1918, 0.19753, 0.19902, 0.20301, 0.20836, 0.21364, 0.21781, 0.22781, 0.23235, 0.24077, 0.25047, 0.25945, 0.2734, 0.28195, 0.29429, 0.30666, 0.32104, 0.32531, 0.33221, 0.33614, 0.33818, 0.3409, 0.33825, 0.33805, 0.34164
 0.16835, 0.18489, 0.18564, 0.18681, 0.18763, 0.18909, 0.19041, 0.19539, 0.20095, 0.2023, 0.20709, 0.21376, 0.21972, 0.22688, 0.23102, 0.24165, 0.2497, 0.2605, 0.27111, 0.2822, 0.29787, 0.31249, 0.31987, 0.33111, 0.33666, 0.34324, 0.33966, 0.34121, 0.33936, 0.34062, 0.34241
 0.16773, 0.18696, 0.18501, 0.18867, 0.18758, 0.19011, 0.19467, 0.1941, 0.19845, 0.20388, 0.20683, 0.21047, 0.21939, 0.22473, 0.23333, 0.23993, 0.24973, 0.25884, 0.26735, 0.28515, 0.29632, 0.30934, 0.32002, 0.32932, 0.33908, 0.34408, 0.34107, 0.34151, 0.34442, 0.34055, 0.34539
 0.16882, 0.1856, 0.18552, 0.18753, 0.18887, 0.19076, 0.19071, 0.19451, 0.19671, 0.20315, 0.20793, 0.21104, 0.21979, 0.2245, 0.23091, 0.23924, 0.24811, 0.26072, 0.2711, 0.28264, 0.29904, 0.30959, 0.32357, 0.33114, 0.33899, 0.34411, 0.34393, 0.34412, 0.3448, 0.34524, 0.34493
 0.16972, 0.18476, 0.18678, 0.18585, 0.18908, 0.18926, 0.19181, 0.19335, 0.19833, 0.20396, 0.20714, 0.21241, 0.21709, 0.22445, 0.2312, 0.2399, 0.24828, 0.26097, 0.26958, 0.28359, 0.29702, 0.31154, 0.32159, 0.33312, 0.34178, 0.34534, 0.34736, 0.34537, 0.3446, 0.34656, 0.34302
 0.16962, 0.18485, 0.18186, 0.18626, 0.18882, 0.18863, 0.19388, 0.1928, 0.19732, 0.20145, 0.20702, 0.21021, 0.21784, 0.22324, 0.23223, 0.23738, 0.24778, 0.26074, 0.26802, 0.28329, 0.29711, 0.31135, 0.32244, 0.33356, 0.34159, 0.34534, 0.34857, 0.35377, 0.34826, 0.34869, 0.34927
 0.16815, 0.18501, 0.18265, 0.18647, 0.1883, 0.18917, 0.19308, 0.19543, 0.19963, 0.2015, 0.20826, 0.21054, 0.21486, 0.22452, 0.22998, 0.23767, 0.2495, 0.25656, 0.26904, 0.28201, 0.29616, 0.31102, 0.32649, 0.33206, 0.34032, 0.35007, 0.35081, 0.35187, 0.34922, 0.3535, 0.35043
