 0.28647, 0.34159, 0.34533, 0.34691, 0.34538, 0.35026, 0.35027, 0.35473, 0.35937, 0.36204, 0.36447, 0.36789, 0.37624, 0.38342, 0.38487, 0.38515, 0.38625, 0.38377, 0.37951, 0.3761, 0.37139, 0.37177, 0.3657, 0.36479, 0.36415, 0.36122, 0.35754, 0.3578, 0.35536, 0.35508, 0.35549
 0.28876, 0.34086, 0.34529, 0.34399, 0.34656, 0.34682, 0.35219, 0.35621, 0.35846, 0.36199, 0.36522, 0.36974, 0.37746, 0.38222, 0.3867, 0.38706, 0.38563, 0.3811, 0.37716, 0.37459, 0.37225, 0.36777, 0.3645, 0.36073, 0.36029, 0.35858, 0.35585, 0.35742, 0.35511, 0.35786, 0.35724
 0.28578, 0.34543, 0.34303, 0.34288, 0.34631, 0.3456, 0.35256, 0.35426, 0.3565, 0.36373, 0.3616, 0.36939, 0.37336, 0.37615, 0.37721, 0.38168, 0.38224, 0.3787, 0.37393, 0.36956, 0.36986, 0.36498, 0.36125, 0.36194, 0.3558, 0.35659, 0.35311, 0.35398, 0.3533, 0.35345, 0.35187
 0.2868, 0.34282, 0.34248, 0.34406, 0.3475, 0.34717, 0.34866, 0.35443, 0.35459, 0.35819, 0.36128, 0.36708, 0.37233, 0.37573, 0.37785, 0.37861, 0.38245, 0.37772, 0.37527, 0.37021, 0.36516, 0.36445, 0.36093, 0.35872, 0.35587, 0.35558, 0.35513, 0.35369, 0.35467, 0.35046, 0.35321
 0.285, 0.34434, 0.34156, 0.34628, 0.34456, 0.3433, 0.34782, 0.35111, 0.35705, 0.35785, 0.36113, 0.36544, 0.37171, 0.37748, 0.37945, 0.38512, 0.38475, 0.38371, 0.37891, 0.37367, 0.36931, 0.36995, 0.36326, 0.3621, 0.36001, 0.35808, 0.35404, 0.35626, 0.3516, 0.35356, 0.354
 0.28481, 0.34401, 0.34359, 0.34367, 0.34622, 0.34646, 0.34711, 0.34952, 0.35471, 0.35763, 0.35991, 0.36681, 0.37101, 0.37788, 0.38161, 0.38413, 0.38272, 0.38528, 0.38064, 0.3787, 0.37159, 0.3708, 0.36582, 0.36546, 0.36264, 0.36141, 0.35675, 0.36044, 0.35957, 0.35551, 0.35599
 0.28464, 0.3395, 0.33954, 0.34305, 0.34169, 0.34319, 0.34673, 0.34875, 0.35198, 0.35524, 0.36275, 0.36365, 0.37459, 0.37757, 0.38147, 0.38445, 0.38628, 0.38134, 0.37829, 0.37511, 0.37296, 0.37006, 0.36672, 0.36648, 0.3635, 0.35977, 0.35724, 0.35781, 0.3581, 0.36063, 0.35899
 0.28493, 0.34134, 0.34232, 0.34356, 0.3427, 0.34486, 0.34431, 0.3483, 0.35584, 0.35796, 0.36186, 0.36597, 0.37108, 0.37972, 0.38181, 0.38315, 0.38194, 0.38477, 0.382, 0.37872, 0.37642, 0.37497, 0.36788, 0.36498, 0.3664, 0.36153, 0.35968, 0.36005, 0.35822, 0.35949, 0.35675
 0.28553, 0.34064, 0.34206, 0.34412, 0.34224, 0.34522, 0.34605, 0.3515, 0.35148, 0.35533, 0.36054, 0.36491, 0.37165, 0.37629, 0.38231, 0.38708, 0.3866, 0.38594, 0.38473, 0.38059, 0.37921, 0.37598, 0.37532, 0.36939, 0.36573, 0.36588, 0.36338, 0.36815, 0.36253, 0.3622, 0.36152
 0.282, 0.33949, 0.3421, 0.3424, 0.34328, 0.34328, 0.34473, 0.34812, 0.35317, 0.35922, 0.36366, 0.36685, 0.36996, 0.37233, 0.38259, 0.38461, 0.38854, 0.38784, 0.38406, 0.38422, 0.38052, 0.37594, 0.37706, 0.37219, 0.36811, 0.37118, 0.3686, 0.3656, 0.36502, 0.3661, 0.36636
